'Time and date','EEG Fp1','EEG Fp2','EEG F3','EEG F4','EEG F7','EEG F8','EEG T3','EEG T4','EEG C3','EEG C4','EEG T5','EEG T6','EEG P3','EEG P4','EEG O1','EEG O2','EEG Fz','EEG Cz','EEG Pz','EEG A2-A1','ECG ECG','EDF Annotations'
'[00:00:04.152 01/01/2011]',7.844,5.478,16.332,15.219,-19.274,-1.024,8.176,4.244,13.934,16.827,5.298,-8.773,6.396,8.829,3.572,8.025,16.157,10.756,6.470,-2.049,-0.049,0.000
'[00:00:04.154 01/01/2011]',8.640,6.550,17.183,16.412,-18.722,1.894,7.902,5.540,13.880,17.905,5.172,-7.518,6.692,10.187,3.290,8.387,17.014,11.540,7.677,-1.455,-0.052,0.000
'[00:00:04.156 01/01/2011]',9.571,8.050,17.958,17.553,-18.327,5.160,7.047,6.884,13.389,18.802,4.935,-6.209,6.544,11.387,2.741,8.527,17.810,12.271,8.613,-0.785,-0.054,0.000
'[00:00:04.158 01/01/2011]',10.489,9.685,18.622,18.497,-18.178,8.450,5.696,8.184,12.504,19.437,4.548,-4.876,5.965,12.315,1.933,8.372,18.456,12.785,9.200,-0.076,-0.056,0.000
'[00:00:04.160 01/01/2011]',11.235,11.138,19.128,19.105,-18.338,11.402,3.982,9.307,11.307,19.725,3.999,-3.591,5.030,12.896,0.901,7.907,18.854,12.938,9.396,0.612,-0.058,0.000
'[00:00:04.162 01/01/2011]',11.696,12.175,19.453,19.264,-18.822,13.695,2.063,10.127,9.917,19.602,3.351,-2.456,3.862,13.103,-0.256,7.150,18.931,12.652,9.229,1.221,-0.059,0.000
'[00:00:04.164 01/01/2011]',11.814,12.676,19.593,18.928,-19.588,15.101,0.111,10.560,8.476,19.040,2.714,-1.572,2.624,12.979,-1.390,6.203,18.632,11.917,8.799,1.696,-0.060,0.000
'[00:00:04.166 01/01/2011]',11.595,12.649,19.532,18.094,-20.539,15.515,-1.736,10.568,7.110,18.053,2.262,-1.023,1.499,12.620,-2.311,5.214,17.942,10.795,8.243,2.000,-0.060,0.000
'[00:00:04.168 01/01/2011]',11.080,12.175,19.246,16.808,-21.569,14.952,-3.384,10.160,5.887,16.693,2.172,-0.865,0.639,12.131,-2.851,4.347,16.865,9.388,7.693,2.110,-0.059,0.000
'[00:00:04.170 01/01/2011]',10.319,11.373,18.691,15.132,-22.594,13.520,-4.814,9.365,4.810,15.026,2.563,-1.128,0.142,11.588,-2.894,3.730,15.416,7.803,7.230,2.019,-0.058,0.000
'[00:00:04.172 01/01/2011]',9.359,10.357,17.812,13.144,-23.565,11.402,-6.067,8.207,3.810,13.111,3.448,-1.832,0.012,10.998,-2.433,3.420,13.624,6.122,6.857,1.735,-0.056,0.000
'[00:00:04.174 01/01/2011]',8.248,9.233,16.565,10.936,-24.480,8.822,-7.218,6.722,2.791,11.013,4.729,-2.967,0.165,10.302,-1.548,3.388,11.550,4.402,6.502,1.282,-0.054,0.000
'[00:00:04.176 01/01/2011]',7.058,8.114,14.967,8.634,-25.355,6.056,-8.336,4.957,1.679,8.800,6.199,-4.486,0.463,9.436,-0.402,3.535,9.296,2.682,6.063,0.700,-0.052,0.000
'[00:00:04.178 01/01/2011]',5.889,7.138,13.106,6.397,-26.179,3.399,-9.451,3.007,0.473,6.579,7.611,-6.285,0.753,8.340,0.815,3.740,7.033,1.014,5.459,0.049,-0.051,0.000
'[00:00:04.180 01/01/2011]',4.873,6.448,11.169,4.436,-26.897,1.147,-10.534,1.024,-0.748,4.488,8.742,-8.185,0.915,7.035,1.943,3.895,4.990,-0.517,4.668,-0.594,-0.050,0.000
'[00:00:04.182 01/01/2011]',4.152,6.170,9.400,2.970,-27.403,-0.433,-11.507,-0.787,-1.829,2.700,9.446,-9.955,0.903,5.617,2.870,3.940,3.415,-1.788,3.749,-1.154,-0.050,0.000
'[00:00:04.184 01/01/2011]',3.839,6.367,8.048,2.192,-27.560,-1.165,-12.262,-2.205,-2.598,1.379,9.685,-11.341,0.741,4.247,3.555,3.860,2.535,-2.648,2.825,-1.559,-0.050,0.000
'[00:00:04.186 01/01/2011]',3.978,7.008,7.323,2.217,-27.255,-0.982,-12.707,-3.038,-2.926,0.652,9.530,-12.118,0.511,3.098,4.009,3.700,2.487,-2.960,2.044,-1.768,-0.050,0.000
'[00:00:04.188 01/01/2011]',4.530,7.955,7.310,3.043,-26.439,0.036,-12.789,-3.175,-2.764,0.572,9.114,-12.149,0.318,2.314,4.291,3.520,3.281,-2.630,1.544,-1.770,-0.051,0.000
'[00:00:04.190 01/01/2011]',5.373,8.989,7.979,4.541,-25.160,1.679,-12.512,-2.612,-2.163,1.099,8.602,-11.406,0.255,1.972,4.484,3.390,4.789,-1.634,1.401,-1.595,-0.051,0.000
'[00:00:04.192 01/01/2011]',6.334,9.866,9.178,6.477,-23.554,3.644,-11.929,-1.452,-1.232,2.124,8.141,-9.989,0.386,2.073,4.669,3.378,6.765,-0.024,1.644,-1.302,-0.052,0.000
'[00:00:04.194 01/01/2011]',7.230,10.373,10.684,8.554,-21.820,5.581,-11.107,0.129,-0.106,3.500,7.831,-8.082,0.728,2.569,4.943,3.528,8.910,2.084,2.254,-0.963,-0.053,0.000
'[00:00:04.196 01/01/2011]',7.922,10.390,12.250,10.484,-20.155,7.173,-10.121,1.921,1.109,5.070,7.729,-5.922,1.261,3.372,5.384,3.867,10.917,4.528,3.188,-0.649,-0.053,0.000
'[00:00:04.198 01/01/2011]',8.335,9.914,13.676,12.032,-18.707,8.191,-9.017,3.738,2.357,6.708,7.837,-3.748,1.936,4.388,6.053,4.395,12.550,7.132,4.380,-0.412,-0.053,0.000
'[00:00:04.200 01/01/2011]',8.472,9.070,14.809,13.055,-17.546,8.531,-7.837,5.420,3.625,8.303,8.112,-1.758,2.684,5.534,6.976,5.069,13.664,9.712,5.763,-0.279,-0.052,0.000
'[00:00:04.202 01/01/2011]',8.394,8.066,15.568,13.505,-16.673,8.235,-6.637,6.862,4.907,9.757,8.483,-0.091,3.425,6.722,8.126,5.824,14.215,12.080,7.238,-0.244,-0.049,0.000
'[00:00:04.204 01/01/2011]',8.192,7.136,15.915,13.423,-16.053,7.458,-5.506,7.988,6.171,10.978,8.855,1.173,4.077,7.862,9.407,6.568,14.240,14.054,8.691,-0.284,-0.046,0.000
'[00:00:04.206 01/01/2011]',7.929,6.470,15.836,12.897,-15.659,6.427,-4.578,8.742,7.344,11.847,9.124,2.021,4.566,8.861,10.705,7.213,13.821,15.458,9.985,-0.361,-0.042,0.000
'[00:00:04.208 01/01/2011]',7.634,6.161,15.328,12.030,-15.499,5.369,-4.006,9.084,8.313,12.240,9.199,2.475,4.838,9.640,11.877,7.695,13.050,16.149,10.989,-0.440,-0.038,0.000
'[00:00:04.210 01/01/2011]',7.287,6.179,14.410,10.915,-15.615,4.449,-3.913,8.992,8.964,12.058,9.007,2.597,4.868,10.146,12.800,7.997,12.011,16.042,11.599,-0.494,-0.034,0.000
'[00:00:04.212 01/01/2011]',6.838,6.386,13.132,9.619,-16.043,3.739,-4.328,8.474,9.223,11.250,8.534,2.463,4.686,10.371,13.399,8.155,10.765,15.142,11.782,-0.514,-0.031,0.000
'[00:00:04.214 01/01/2011]',6.240,6.604,11.591,8.199,-16.780,3.216,-5.149,7.577,9.095,9.857,7.815,2.165,4.378,10.362,13.667,8.242,9.363,13.561,11.583,-0.504,-0.030,0.000
'[00:00:04.216 01/01/2011]',5.496,6.666,9.942,6.706,-17.744,2.800,-6.128,6.396,8.680,8.021,6.952,1.797,4.080,10.218,13.665,8.352,7.859,11.514,11.132,-0.480,-0.031,0.000
'[00:00:04.218 01/01/2011]',4.668,6.497,8.381,5.216,-18.781,2.407,-6.914,5.078,8.164,5.971,6.091,1.453,3.976,10.065,13.495,8.567,6.333,9.288,10.618,-0.461,-0.033,0.000
'[00:00:04.220 01/01/2011]',3.874,6.124,7.113,3.835,-19.708,1.997,-7.127,3.793,7.777,3.983,5.400,1.225,4.236,10.034,13.281,8.934,4.888,7.201,10.238,-0.460,-0.036,0.000
'[00:00:04.222 01/01/2011]',3.260,5.663,6.310,2.679,-20.365,1.603,-6.458,2.720,7.750,2.339,5.035,1.195,5.005,10.226,13.136,9.469,3.648,5.536,10.168,-0.480,-0.039,0.000
'[00:00:04.224 01/01/2011]',2.946,5.258,6.068,1.866,-20.674,1.316,-4.756,2.008,8.252,1.254,5.108,1.433,6.348,10.699,13.143,10.136,2.732,4.499,10.510,-0.513,-0.041,0.000
'[00:00:04.226 01/01/2011]',2.989,5.029,6.387,1.465,-20.650,1.242,-2.064,1.748,9.363,0.846,5.651,1.968,8.234,11.452,13.326,10.868,2.217,4.177,11.275,-0.544,-0.041,0.000
'[00:00:04.228 01/01/2011]',3.367,5.018,7.179,1.486,-20.393,1.461,1.377,1.945,11.050,1.104,6.611,2.783,10.518,12.417,13.663,11.560,2.120,4.542,12.372,-0.558,-0.038,0.000
'[00:00:04.230 01/01/2011]',3.984,5.187,8.281,1.854,-20.031,1.983,5.195,2.520,13.180,1.891,7.855,3.792,12.968,13.467,14.087,12.085,2.376,5.459,13.639,-0.546,-0.033,0.000
'[00:00:04.232 01/01/2011]',4.708,5.445,9.508,2.440,-19.664,2.753,8.956,3.308,15.543,2.972,9.199,4.843,15.303,14.442,14.505,12.314,2.866,6.713,14.864,-0.508,-0.025,0.000
'[00:00:04.234 01/01/2011]',5.413,5.706,10.676,3.078,-19.326,3.663,12.253,4.097,17.892,4.064,10.443,5.731,17.243,15.162,14.828,12.127,3.436,8.060,15.836,-0.456,-0.015,0.000
'[00:00:04.236 01/01/2011]',6.011,5.913,11.647,3.618,-18.981,4.590,14.767,4.657,19.963,4.889,11.412,6.231,18.552,15.458,14.977,11.437,3.932,9.249,16.362,-0.405,-0.004,0.000
'[00:00:04.238 01/01/2011]',6.458,6.058,12.327,3.934,-18.558,5.431,16.287,4.794,21.518,5.216,11.979,6.150,19.080,15.202,14.883,10.218,4.230,10.058,16.306,-0.372,0.007,0.000
'[00:00:04.240 01/01/2011]',6.744,6.157,12.672,3.955,-17.987,6.111,16.712,4.379,22.351,4.907,12.062,5.364,18.742,14.317,14.498,8.497,4.251,10.303,15.586,-0.362,0.017,0.000
'[00:00:04.242 01/01/2011]',6.870,6.214,12.680,3.651,-17.247,6.590,16.040,3.365,22.295,3.927,11.608,3.858,17.539,12.788,13.772,6.368,3.955,9.859,14.189,-0.368,0.027,0.000
'[00:00:04.244 01/01/2011]',6.834,6.203,12.368,3.024,-16.363,6.848,14.342,1.813,21.256,2.357,10.594,1.742,15.528,10.673,12.662,3.957,3.344,8.671,12.163,-0.373,0.034,0.000
'[00:00:04.246 01/01/2011]',6.629,6.065,11.793,2.101,-15.397,6.875,11.748,-0.135,19.231,0.368,8.997,-0.762,12.813,8.105,11.140,1.429,2.449,6.776,9.629,-0.350,0.039,0.000
'[00:00:04.248 01/01/2011]',6.259,5.747,11.029,0.950,-14.417,6.677,8.455,-2.256,16.327,-1.799,6.836,-3.350,9.568,5.271,9.227,-1.029,1.343,4.314,6.780,-0.268,0.042,0.000
'[00:00:04.250 01/01/2011]',5.766,5.256,10.183,-0.312,-13.459,6.297,4.705,-4.277,12.776,-3.860,4.181,-5.672,6.003,2.436,7.020,-3.218,0.143,1.532,3.876,-0.099,0.042,0.000
'[00:00:04.252 01/01/2011]',5.239,4.683,9.406,-1.517,-12.513,5.834,0.784,-5.911,8.917,-5.531,1.191,-7.384,2.406,-0.107,4.696,-4.924,-0.976,-1.235,1.226,0.179,0.040,0.000
'[00:00:04.254 01/01/2011]',4.817,4.211,8.846,-2.438,-11.542,5.448,-3.006,-6.890,5.157,-6.567,-1.876,-8.202,-0.888,-2.044,2.516,-5.944,-1.802,-3.616,-0.857,0.574,0.036,0.000
'[00:00:04.256 01/01/2011]',4.651,4.062,8.649,-2.846,-10.496,5.338,-6.387,-7.016,1.913,-6.794,-4.705,-7.953,-3.534,-3.114,0.770,-6.108,-2.118,-5.254,-2.106,1.082,0.032,0.000
'[00:00:04.258 01/01/2011]',4.868,4.423,8.940,-2.539,-9.342,5.699,-9.123,-6.192,-0.471,-6.133,-6.968,-6.599,-5.233,-3.146,-0.282,-5.329,-1.745,-5.876,-2.364,1.682,0.026,0.000
'[00:00:04.260 01/01/2011]',5.536,5.375,9.763,-1.424,-8.094,6.656,-11.061,-4.456,-1.771,-4.615,-8.406,-4.267,-5.791,-2.110,-0.479,-3.625,-0.597,-5.349,-1.618,2.334,0.021,0.000
'[00:00:04.262 01/01/2011]',6.627,6.862,11.103,0.471,-6.811,8.218,-12.124,-1.980,-1.920,-2.369,-8.897,-1.228,-5.169,-0.127,0.212,-1.152,1.289,-3.694,-0.013,2.984,0.016,0.000
'[00:00:04.264 01/01/2011]',8.042,8.702,12.846,2.978,-5.581,10.249,-12.313,0.971,-1.003,0.410,-8.473,2.145,-3.493,2.545,1.668,1.816,3.759,-1.078,2.183,3.569,0.011,0.000
'[00:00:04.266 01/01/2011]',9.618,10.651,14.832,5.833,-4.514,12.508,-11.694,4.077,0.782,3.489,-7.311,5.442,-1.029,5.572,3.662,4.937,6.568,2.218,4.636,4.023,0.007,0.000
'[00:00:04.268 01/01/2011]',11.187,12.471,16.846,8.737,-3.700,14.686,-10.381,7.034,3.161,6.644,-5.681,8.288,1.865,8.603,5.902,7.852,9.432,5.860,7.017,4.295,0.004,0.000
'[00:00:04.270 01/01/2011]',12.595,13.991,18.681,11.412,-3.214,16.501,-8.543,9.606,5.831,9.675,-3.875,10.426,4.818,11.346,8.106,10.268,12.091,9.505,9.060,4.355,0.000,0.000
'[00:00:04.272 01/01/2011]',13.725,15.118,20.148,13.648,-3.091,17.743,-6.389,11.639,8.496,12.415,-2.155,11.735,7.495,13.579,10.030,12.002,14.339,12.841,10.609,4.206,-0.003,0.000
'[00:00:04.274 01/01/2011]',14.498,15.825,21.106,15.316,-3.340,18.321,-4.175,13.076,10.882,14.734,-0.706,12.247,9.654,15.190,11.512,13.004,16.036,15.609,11.605,3.878,-0.007,0.000
'[00:00:04.276 01/01/2011]',14.862,16.107,21.480,16.354,-3.951,18.252,-2.171,13.920,12.761,16.519,0.363,12.106,11.150,16.148,12.469,13.349,17.108,17.602,12.087,3.427,-0.012,0.000
'[00:00:04.278 01/01/2011]',14.785,15.950,21.249,16.752,-4.891,17.646,-0.633,14.209,13.954,17.677,1.024,11.523,11.939,16.476,12.898,13.204,17.515,18.682,12.138,2.924,-0.018,0.000
'[00:00:04.280 01/01/2011]',14.254,15.320,20.447,16.529,-6.122,16.651,0.267,13.998,14.351,18.127,1.311,10.713,12.061,16.242,12.845,12.774,17.263,18.769,11.868,2.438,-0.025,0.000
'[00:00:04.282 01/01/2011]',13.286,14.207,19.156,15.729,-7.603,15.437,0.483,13.343,13.937,17.844,1.303,9.860,11.623,15.529,12.419,12.264,16.381,17.857,11.384,2.024,-0.033,0.000
'[00:00:04.284 01/01/2011]',11.942,12.640,17.474,14.428,-9.292,14.162,0.121,12.311,12.790,16.841,1.124,9.076,10.771,14.442,11.741,11.835,14.946,16.019,10.783,1.720,-0.041,0.000
'[00:00:04.286 01/01/2011]',10.326,10.732,15.540,12.733,-11.140,12.971,-0.575,10.979,11.080,15.216,0.916,8.417,9.684,13.098,10.939,11.567,13.077,13.409,10.141,1.536,-0.048,0.000
'[00:00:04.288 01/01/2011]',8.586,8.678,13.467,10.789,-13.108,11.983,-1.286,9.454,9.045,13.115,0.814,7.881,8.536,11.616,10.100,11.457,10.945,10.247,9.497,1.457,-0.055,0.000
'[00:00:04.290 01/01/2011]',6.884,6.708,11.389,8.764,-15.144,11.292,-1.702,7.841,6.944,10.730,0.918,7.432,7.488,10.108,9.260,11.420,8.743,6.809,8.876,1.451,-0.061,0.000
'[00:00:04.292 01/01/2011]',5.362,5.040,9.421,6.830,-17.192,10.940,-1.614,6.257,5.029,8.268,1.270,7.026,6.645,8.664,8.388,11.300,6.664,3.385,8.273,1.476,-0.066,0.000
'[00:00:04.294 01/01/2011]',4.121,3.828,7.657,5.133,-19.174,10.921,-0.945,4.807,3.499,5.921,1.837,6.629,6.059,7.355,7.413,10.938,4.863,0.252,7.680,1.488,-0.071,0.000
'[00:00:04.296 01/01/2011]',3.201,3.121,6.170,3.775,-21.002,11.163,0.230,3.581,2.487,3.857,2.541,6.245,5.731,6.220,6.257,10.191,3.451,-2.358,7.105,1.454,-0.075,0.000
'[00:00:04.298 01/01/2011]',2.587,2.869,5.004,2.818,-22.560,11.550,1.741,2.662,2.062,2.211,3.289,5.904,5.630,5.299,4.888,8.999,2.481,-4.285,6.585,1.355,-0.078,0.000
'[00:00:04.300 01/01/2011]',2.230,2.953,4.179,2.283,-23.736,11.951,3.384,2.115,2.246,1.080,3.999,5.686,5.713,4.620,3.353,7.405,1.959,-5.438,6.203,1.192,-0.082,0.000
'[00:00:04.302 01/01/2011]',2.058,3.218,3.680,2.155,-24.425,12.238,4.981,1.985,3.021,0.536,4.664,5.658,5.953,4.221,1.797,5.541,1.852,-5.814,6.071,0.975,-0.084,0.000
'[00:00:04.304 01/01/2011]',2.005,3.528,3.473,2.399,-24.549,12.335,6.419,2.277,4.344,0.600,5.306,5.872,6.360,4.128,0.413,3.608,2.110,-5.485,6.307,0.721,-0.086,0.000
'[00:00:04.306 01/01/2011]',2.024,3.777,3.514,2.958,-24.080,12.224,7.662,2.941,6.148,1.242,5.995,6.305,6.947,4.338,-0.601,1.801,2.663,-4.592,6.993,0.446,-0.086,0.000
'[00:00:04.308 01/01/2011]',2.096,3.918,3.749,3.759,-23.044,11.964,8.725,3.865,8.334,2.367,6.809,6.859,7.736,4.807,-1.102,0.287,3.432,-3.327,8.143,0.164,-0.087,0.000
'[00:00:04.310 01/01/2011]',2.220,3.964,4.133,4.721,-21.521,11.662,9.653,4.885,10.780,3.822,7.784,7.377,8.728,5.450,-1.052,-0.862,4.335,-1.907,9.688,-0.117,-0.087,0.000
'[00:00:04.312 01/01/2011]',2.418,3.971,4.621,5.747,-19.642,11.472,10.493,5.823,13.324,5.417,8.914,7.678,9.879,6.157,-0.525,-1.656,5.288,-0.563,11.486,-0.383,-0.087,0.000
'[00:00:04.314 01/01/2011]',2.710,4.030,5.168,6.743,-17.581,11.527,11.274,6.521,15.791,6.943,10.129,7.617,11.103,6.808,0.317,-2.169,6.204,0.503,13.335,-0.614,-0.086,0.000
'[00:00:04.316 01/01/2011]',3.101,4.225,5.712,7.604,-15.554,11.917,11.990,6.874,17.992,8.225,11.312,7.131,12.276,7.314,1.257,-2.508,7.000,1.132,15.022,-0.783,-0.085,0.000
'[00:00:04.318 01/01/2011]',3.563,4.610,6.175,8.230,-13.767,12.644,12.595,6.840,19.738,9.117,12.319,6.245,13.254,7.620,2.083,-2.773,7.593,1.224,16.356,-0.862,-0.083,0.000
'[00:00:04.320 01/01/2011]',4.037,5.179,6.456,8.531,-12.412,13.615,13.002,6.439,20.871,9.516,13.002,5.062,13.898,7.716,2.630,-3.033,7.900,0.760,17.192,-0.828,-0.079,0.000
'[00:00:04.322 01/01/2011]',4.429,5.868,6.471,8.438,-11.616,14.648,13.095,5.734,21.276,9.383,13.235,3.732,14.091,7.625,2.794,-3.323,7.854,-0.210,17.457,-0.674,-0.072,0.000
'[00:00:04.324 01/01/2011]',4.654,6.563,6.172,7.928,-11.406,15.530,12.757,4.807,20.911,8.721,12.939,2.408,13.770,7.396,2.558,-3.625,7.427,-1.565,17.151,-0.404,-0.062,0.000
'[00:00:04.326 01/01/2011]',4.665,7.158,5.592,7.049,-11.679,16.066,11.903,3.754,19.826,7.598,12.109,1.228,12.933,7.087,1.970,-3.897,6.652,-3.136,16.344,-0.030,-0.049,0.000
'[00:00:04.328 01/01/2011]',4.477,7.579,4.861,5.922,-12.222,16.136,10.524,2.693,18.163,6.143,10.812,0.306,11.644,6.764,1.141,-4.065,5.627,-4.728,15.168,0.446,-0.032,0.000
'[00:00:04.330 01/01/2011]',4.174,7.821,4.174,4.729,-12.744,15.741,8.701,1.749,16.147,4.532,9.193,-0.260,10.025,6.494,0.221,-4.045,4.513,-6.159,13.783,1.036,-0.010,0.000
'[00:00:04.332 01/01/2011]',3.887,7.929,3.760,3.662,-12.945,14.973,6.593,1.058,14.026,2.979,7.425,-0.389,8.213,6.332,-0.643,-3.758,3.493,-7.287,12.343,1.770,0.019,0.000
'[00:00:04.334 01/01/2011]',3.739,7.977,3.785,2.881,-12.598,13.987,4.397,0.728,12.030,1.685,5.681,-0.026,6.338,6.308,-1.325,-3.163,2.719,-8.039,10.974,2.685,0.054,0.000
'[00:00:04.336 01/01/2011]',3.806,8.019,4.317,2.450,-11.618,12.937,2.296,0.819,10.316,0.793,4.074,0.832,4.499,6.418,-1.753,-2.264,2.261,-8.419,9.725,3.804,0.099,0.000
'[00:00:04.338 01/01/2011]',4.080,8.065,5.265,2.332,-10.078,11.921,0.393,1.307,8.939,0.366,2.639,2.119,2.720,6.616,-1.933,-1.129,2.089,-8.503,8.594,5.118,0.152,0.000
'[00:00:04.340 01/01/2011]',4.469,8.076,6.418,2.388,-8.217,10.961,-1.316,2.079,7.844,0.361,1.323,3.691,0.996,6.808,-1.924,0.115,2.080,-8.411,7.534,6.572,0.212,0.000
'[00:00:04.342 01/01/2011]',4.825,7.980,7.481,2.434,-6.360,10.017,-2.933,2.951,6.907,0.651,0.014,5.347,-0.702,6.893,-1.832,1.312,2.060,-8.270,6.480,8.069,0.276,0.000
'[00:00:04.344 01/01/2011]',4.999,7.717,8.171,2.306,-4.855,9.016,-4.622,3.703,5.984,1.060,-1.411,6.847,-2.391,6.767,-1.753,2.313,1.865,-8.196,5.396,9.484,0.340,0.000
'[00:00:04.346 01/01/2011]',4.879,7.252,8.281,1.899,-3.990,7.899,-6.543,4.127,4.963,1.409,-3.039,7.963,-4.052,6.361,-1.762,3.003,1.400,-8.249,4.283,10.687,0.401,0.000
'[00:00:04.348 01/01/2011]',4.428,6.594,7.749,1.208,-3.918,6.655,-8.798,4.072,3.796,1.565,-4.890,8.519,-5.619,5.644,-1.867,3.340,0.658,-8.443,3.189,11.565,0.453,0.000
'[00:00:04.350 01/01/2011]',3.697,5.802,6.671,0.332,-4.652,5.338,-11.362,3.479,2.523,1.463,-6.901,8.416,-6.994,4.639,-2.029,3.343,-0.266,-8.737,2.191,12.044,0.492,0.000
'[00:00:04.352 01/01/2011]',2.812,4.967,5.263,-0.561,-6.063,4.069,-14.088,2.384,1.253,1.133,-8.950,7.648,-8.061,3.408,-2.155,3.090,-1.196,-9.043,1.367,12.090,0.515,0.000
'[00:00:04.354 01/01/2011]',1.954,4.220,3.818,-1.249,-7.922,3.020,-16.710,0.929,0.155,0.677,-10.875,6.314,-8.723,2.056,-2.149,2.693,-1.917,-9.235,0.790,11.714,0.520,0.000
'[00:00:04.356 01/01/2011]',1.333,3.726,2.648,-1.517,-9.960,2.394,-18.897,-0.665,-0.595,0.264,-12.515,4.592,-8.903,0.720,-1.926,2.264,-2.208,-9.172,0.502,10.959,0.506,0.000
'[00:00:04.358 01/01/2011]',1.144,3.669,2.011,-1.179,-11.917,2.378,-20.317,-2.137,-0.829,0.081,-13.728,2.711,-8.562,-0.449,-1.443,1.891,-1.888,-8.713,0.517,9.897,0.473,0.000
'[00:00:04.360 01/01/2011]',1.541,4.227,2.080,-0.122,-13.579,3.125,-20.710,-3.223,-0.430,0.295,-14.403,0.936,-7.703,-1.302,-0.710,1.636,-0.842,-7.751,0.824,8.616,0.421,0.000
'[00:00:04.362 01/01/2011]',2.590,5.516,2.909,1.668,-14.793,4.688,-19.955,-3.708,0.635,1.013,-14.483,-0.494,-6.372,-1.709,0.221,1.524,0.943,-6.243,1.388,7.218,0.354,0.000
'[00:00:04.364 01/01/2011]',4.251,7.545,4.419,4.089,-15.473,7.002,-18.110,-3.467,2.309,2.241,-13.951,-1.390,-4.651,-1.590,1.264,1.541,3.361,-4.240,2.165,5.805,0.276,0.000
'[00:00:04.366 01/01/2011]',6.359,10.161,6.415,6.917,-15.580,9.867,-15.404,-2.486,4.427,3.887,-12.849,-1.639,-2.675,-0.927,2.324,1.669,6.193,-1.898,3.081,4.481,0.193,0.000
'[00:00:04.368 01/01/2011]',8.640,13.055,8.621,9.831,-15.122,12.952,-12.218,-0.872,6.748,5.761,-11.271,-1.218,-0.611,0.222,3.325,1.881,9.116,0.543,4.062,3.335,0.112,0.000
'[00:00:04.370 01/01/2011]',10.769,15.800,10.699,12.461,-14.134,15.853,-8.985,1.176,8.973,7.619,-9.366,-0.177,1.362,1.735,4.210,2.166,11.758,2.788,5.017,2.431,0.037,0.000
'[00:00:04.372 01/01/2011]',12.393,17.923,12.342,14.441,-12.696,18.144,-6.125,3.405,10.812,9.205,-7.325,1.362,3.064,3.447,4.960,2.521,13.758,4.549,5.876,1.801,-0.024,0.000
'[00:00:04.374 01/01/2011]',13.238,19.027,13.296,15.483,-10.922,19.462,-3.950,5.544,12.031,10.306,-5.353,3.225,4.368,5.182,5.572,2.956,14.821,5.603,6.572,1.436,-0.071,0.000
'[00:00:04.376 01/01/2011]',13.149,18.857,13.423,15.425,-8.961,19.561,-2.612,7.352,12.510,10.790,-3.632,5.213,5.203,6.783,6.064,3.483,14.793,5.840,7.079,1.293,-0.102,0.000
'[00:00:04.378 01/01/2011]',12.127,17.385,12.731,14.269,-6.980,18.374,-2.081,8.655,12.265,10.622,-2.288,7.120,5.589,8.146,6.453,4.107,13.677,5.281,7.412,1.300,-0.119,0.000
'[00:00:04.380 01/01/2011]',10.335,14.815,11.379,12.185,-5.134,16.022,-2.168,9.372,11.456,9.877,-1.356,8.766,5.625,9.226,6.768,4.834,11.647,4.080,7.625,1.380,-0.125,0.000
'[00:00:04.382 01/01/2011]',8.072,11.541,9.651,9.480,-3.539,12.802,-2.590,9.522,10.354,8.707,-0.783,10.030,5.473,10.046,7.044,5.674,9.013,2.489,7.806,1.467,-0.122,0.000
'[00:00:04.384 01/01/2011]',5.715,8.079,7.882,6.535,-2.267,9.149,-3.032,9.221,9.275,7.325,-0.445,10.884,5.324,10.694,7.317,6.631,6.153,0.810,8.060,1.523,-0.114,0.000
'[00:00:04.386 01/01/2011]',3.625,4.949,6.413,3.744,-1.329,5.557,-3.221,8.655,8.505,5.953,-0.194,11.393,5.356,11.280,7.632,7.715,3.446,-0.666,8.480,1.538,-0.105,0.000
'[00:00:04.388 01/01/2011]',2.091,2.572,5.475,1.414,-0.722,2.489,-2.989,8.043,8.237,4.791,0.102,11.707,5.690,11.918,8.021,8.932,1.194,-1.715,9.127,1.530,-0.095,0.000
'[00:00:04.390 01/01/2011]',1.255,1.192,5.155,-0.274,-0.432,0.300,-2.306,7.576,8.511,3.969,0.516,11.998,6.375,12.687,8.486,10.263,-0.442,-2.224,10.003,1.528,-0.088,0.000
'[00:00:04.392 01/01/2011]',1.089,0.818,5.342,-1.298,-0.484,-0.836,-1.265,7.378,9.212,3.542,1.050,12.407,7.358,13.613,9.002,11.655,-1.448,-2.215,11.058,1.559,-0.083,0.000
'[00:00:04.394 01/01/2011]',1.418,1.263,5.815,-1.779,-0.921,-0.942,-0.063,7.475,10.113,3.482,1.640,12.990,8.511,14.657,9.509,13.016,-1.946,-1.830,12.202,1.630,-0.082,0.000
'[00:00:04.396 01/01/2011]',1.965,2.184,6.259,-1.924,-1.800,-0.213,1.080,7.799,10.935,3.691,2.202,13.694,9.662,15.725,9.936,14.231,-2.143,-1.292,13.316,1.733,-0.083,0.000
'[00:00:04.398 01/01/2011]',2.448,3.195,6.379,-1.961,-3.135,1.049,1.973,8.224,11.445,4.050,2.667,14.384,10.642,16.703,10.231,15.175,-2.252,-0.831,14.300,1.842,-0.087,0.000
